bin,k,q_squared,t,x_b,W,phi,sigma [nb],sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,D^4_sigma (nb/GeV^4),D4_sigma_stat_plus,D4_sigma_stat_minus,D4_sigma_sys_plus,D4_sigma_sys_minus,Helc_D^4_sigma (nb/GeV^4),Helc_D4_sigma_stat_plus,Helc_D4_sigma_stat_minus,Helc_D4_sigma_sys_plus,Helc_D4_sigma_sys_minus,link
,,4.53E+00,-3.15E-02,3.69E-01,,202.5,,,,,,8.41E-03,4.50E-04,4.50E-04,3.00E-04,-3.20E-04,7.80E-05,5.70E-04,5.70E-04,8.00E-05,-1.30E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,217.5,,,,,,8.53E-03,4.50E-04,4.50E-04,3.10E-04,-2.60E-04,-2.86E-04,5.60E-04,5.60E-04,1.30E-04,-1.70E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,232.5,,,,,,9.91E-03,4.90E-04,4.90E-04,5.20E-04,-3.00E-04,-1.99E-03,6.00E-04,6.00E-04,3.80E-04,-1.00E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,247.5,,,,,,9.69E-03,4.90E-04,4.90E-04,4.30E-04,-3.60E-04,-1.33E-03,6.00E-04,6.00E-04,3.60E-04,-1.40E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,262.5,,,,,,1.02E-02,4.90E-04,4.90E-04,4.40E-04,-3.20E-04,-1.54E-03,6.10E-04,6.10E-04,1.50E-04,-1.70E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,277.5,,,,,,1.09E-02,5.10E-04,5.10E-04,3.60E-04,-4.90E-04,-3.14E-03,6.30E-04,6.30E-04,1.20E-04,-3.20E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,292.5,,,,,,1.22E-02,5.40E-04,5.40E-04,4.70E-04,-4.60E-04,-4.29E-04,6.60E-04,6.60E-04,2.90E-04,-3.70E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,307.5,,,,,,1.24E-02,5.40E-04,5.40E-04,4.40E-04,-4.30E-04,-2.19E-03,6.70E-04,6.70E-04,3.20E-04,-2.40E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,322.5,,,,,,1.38E-02,5.70E-04,5.70E-04,4.40E-04,-5.10E-04,-1.85E-03,7.00E-04,7.00E-04,2.80E-04,-2.50E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,337.5,,,,,,1.54E-02,6.10E-04,6.10E-04,5.10E-04,-5.90E-04,-5.42E-04,7.40E-04,7.40E-04,1.50E-04,-1.80E-04,
,,4.53E+00,-3.15E-02,3.69E-01,,352.5,,,,,,1.38E-02,5.80E-04,5.80E-04,5.70E-04,-5.20E-04,-7.06E-04,7.50E-04,7.50E-04,2.50E-04,-8.30E-05,
,,4.55E+00,-9.28E-02,3.70E-01,,7.5,,,,,,1.39E-02,7.30E-04,7.30E-04,7.00E-04,-5.80E-04,7.31E-04,8.20E-04,8.20E-04,5.50E-05,-3.50E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,22.5,,,,,,1.18E-02,6.50E-04,6.50E-04,4.80E-04,-4.20E-04,2.19E-03,7.50E-04,7.50E-04,2.50E-04,-2.70E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,37.5,,,,,,9.54E-03,5.40E-04,5.40E-04,3.10E-04,-3.00E-04,1.03E-03,6.30E-04,6.30E-04,3.20E-04,-1.10E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,52.5,,,,,,8.79E-03,4.80E-04,4.80E-04,3.70E-04,-3.20E-04,1.90E-03,5.90E-04,5.90E-04,8.50E-05,-1.90E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,67.5,,,,,,8.77E-03,4.70E-04,4.70E-04,3.20E-04,-4.00E-04,3.00E-03,5.70E-04,5.70E-04,2.00E-04,-2.00E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,82.5,,,,,,7.84E-03,4.40E-04,4.40E-04,2.50E-04,-3.20E-04,3.64E-03,5.30E-04,5.30E-04,1.70E-04,-2.10E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,97.5,,,,,,7.40E-03,4.30E-04,4.30E-04,3.80E-04,-2.30E-04,2.10E-03,5.10E-04,5.10E-04,3.40E-04,-9.00E-05,
,,4.55E+00,-9.28E-02,3.70E-01,,112.5,,,,,,6.55E-03,4.00E-04,4.00E-04,3.30E-04,-2.50E-04,1.02E-03,4.80E-04,4.80E-04,2.00E-04,-3.40E-05,
,,4.55E+00,-9.28E-02,3.70E-01,,127.5,,,,,,6.83E-03,4.00E-04,4.00E-04,3.70E-04,-2.30E-04,2.05E-03,4.70E-04,4.70E-04,1.40E-04,-1.40E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,142.5,,,,,,6.09E-03,3.70E-04,3.70E-04,2.00E-04,-2.30E-04,1.13E-03,4.40E-04,4.40E-04,2.10E-04,-1.30E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,157.5,,,,,,6.05E-03,3.70E-04,3.70E-04,2.10E-04,-2.10E-04,-2.66E-04,4.30E-04,4.30E-04,1.60E-04,-1.10E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,172.5,,,,,,5.30E-03,3.40E-04,3.40E-04,1.90E-04,-2.60E-04,4.07E-04,3.90E-04,3.90E-04,8.10E-05,-2.00E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,187.5,,,,,,5.95E-03,3.70E-04,3.70E-04,2.40E-04,-2.00E-04,7.94E-04,4.50E-04,4.50E-04,1.50E-04,-2.40E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,202.5,,,,,,5.08E-03,3.50E-04,3.50E-04,2.10E-04,-2.10E-04,-1.44E-04,4.20E-04,4.20E-04,1.20E-04,-2.50E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,217.5,,,,,,7.08E-03,4.10E-04,4.10E-04,3.30E-04,-3.10E-04,-1.14E-03,4.80E-04,4.80E-04,1.80E-04,-6.20E-05,
,,4.55E+00,-9.28E-02,3.70E-01,,232.5,,,,,,6.16E-03,4.00E-04,4.00E-04,3.40E-04,-2.80E-04,-1.61E-03,4.80E-04,4.80E-04,5.30E-05,-3.40E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,247.5,,,,,,6.24E-03,4.00E-04,4.00E-04,3.10E-04,-2.50E-04,-1.63E-03,4.90E-04,4.90E-04,8.70E-05,-1.90E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,262.5,,,,,,7.09E-03,4.20E-04,4.20E-04,3.20E-04,-2.50E-04,-2.37E-03,5.10E-04,5.10E-04,2.90E-04,-1.40E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,277.5,,,,,,8.12E-03,4.50E-04,4.50E-04,3.70E-04,-2.80E-04,-1.94E-03,5.50E-04,5.50E-04,1.20E-04,-3.90E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,292.5,,,,,,1.03E-02,4.90E-04,4.90E-04,3.70E-04,-4.00E-04,-3.53E-03,6.10E-04,6.10E-04,5.90E-04,-1.60E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,307.5,,,,,,1.11E-02,5.20E-04,5.20E-04,5.50E-04,-3.40E-04,-1.53E-03,6.30E-04,6.30E-04,3.30E-04,-4.90E-05,
,,4.55E+00,-9.28E-02,3.70E-01,,322.5,,,,,,1.28E-02,6.00E-04,6.00E-04,5.20E-04,-5.10E-04,-2.67E-03,7.30E-04,7.30E-04,3.50E-04,-1.20E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,337.5,,,,,,1.28E-02,6.40E-04,6.40E-04,5.90E-04,-4.00E-04,-4.73E-04,7.60E-04,7.60E-04,2.10E-04,-3.10E-04,
,,4.55E+00,-9.28E-02,3.70E-01,,352.5,,,,,,1.30E-02,7.00E-04,7.00E-04,6.30E-04,-4.30E-04,-6.54E-04,8.40E-04,8.40E-04,3.80E-04,-4.20E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,7.5,,,,,,1.05E-02,1.00E-03,1.00E-03,6.40E-04,-5.10E-04,1.16E-04,1.00E-03,1.00E-03,6.00E-04,-4.60E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,22.5,,,,,,9.51E-03,8.20E-04,8.20E-04,3.10E-04,-4.20E-04,1.11E-03,8.80E-04,8.80E-04,2.50E-04,-5.80E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,37.5,,,,,,8.08E-03,6.20E-04,6.20E-04,3.30E-04,-2.60E-04,2.60E-03,7.20E-04,7.20E-04,3.60E-04,-2.20E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,52.5,,,,,,7.48E-03,5.10E-04,5.10E-04,3.80E-04,-3.90E-04,2.94E-03,6.00E-04,6.00E-04,3.60E-04,-1.20E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,67.5,,,,,,7.08E-03,4.50E-04,4.50E-04,2.80E-04,-2.30E-04,2.23E-03,5.30E-04,5.30E-04,2.40E-04,-1.50E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,82.5,,,,,,6.18E-03,4.10E-04,4.10E-04,2.20E-04,-2.20E-04,1.95E-03,4.70E-04,4.70E-04,1.50E-04,-2.00E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,97.5,,,,,,5.07E-03,3.70E-04,3.70E-04,3.30E-04,-1.80E-04,1.06E-03,4.20E-04,4.20E-04,1.90E-04,-6.00E-05,
,,4.57E+00,-1.54E-01,3.72E-01,,112.5,,,,,,4.50E-03,3.30E-04,3.30E-04,1.70E-04,-1.50E-04,1.09E-03,3.70E-04,3.70E-04,4.60E-05,-2.80E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,127.5,,,,,,4.65E-03,3.20E-04,3.20E-04,1.90E-04,-2.40E-04,1.18E-03,3.50E-04,3.50E-04,8.80E-05,-2.10E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,142.5,,,,,,4.49E-03,3.10E-04,3.10E-04,1.80E-04,-1.80E-04,5.34E-04,3.40E-04,3.40E-04,7.20E-05,-1.90E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,157.5,,,,,,3.62E-03,2.90E-04,2.90E-04,1.40E-04,-2.00E-04,2.27E-04,2.90E-04,2.90E-04,4.10E-05,-1.10E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,172.5,,,,,,3.86E-03,2.90E-04,2.90E-04,1.30E-04,-1.70E-04,3.36E-04,2.90E-04,2.90E-04,6.10E-05,-3.20E-05,
,,4.57E+00,-1.54E-01,3.72E-01,,187.5,,,,,,3.42E-03,2.70E-04,2.70E-04,1.50E-04,-1.70E-04,-1.58E-04,2.90E-04,2.90E-04,8.00E-05,-2.10E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,202.5,,,,,,3.92E-03,3.10E-04,3.10E-04,1.20E-04,-1.50E-04,-3.73E-04,3.20E-04,3.20E-04,9.10E-05,-1.60E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,217.5,,,,,,4.43E-03,3.30E-04,3.30E-04,2.00E-04,-2.20E-04,-7.06E-04,3.50E-04,3.50E-04,1.60E-04,-5.50E-05,
,,4.57E+00,-1.54E-01,3.72E-01,,232.5,,,,,,4.98E-03,3.40E-04,3.40E-04,2.60E-04,-1.70E-04,-6.51E-04,3.80E-04,3.80E-04,1.50E-04,-1.30E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,247.5,,,,,,5.78E-03,3.80E-04,3.80E-04,2.20E-04,-1.90E-04,-1.19E-03,4.30E-04,4.30E-04,1.10E-04,-1.60E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,262.5,,,,,,5.75E-03,3.80E-04,3.80E-04,3.90E-04,-2.00E-04,-1.15E-03,4.50E-04,4.50E-04,1.40E-04,-3.10E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,277.5,,,,,,6.26E-03,4.00E-04,4.00E-04,4.10E-04,-2.00E-04,-1.21E-03,4.70E-04,4.70E-04,1.60E-04,-1.30E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,292.5,,,,,,7.65E-03,4.60E-04,4.60E-04,3.90E-04,-2.90E-04,-1.58E-03,5.40E-04,5.40E-04,2.80E-04,-2.30E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,307.5,,,,,,9.48E-03,5.20E-04,5.20E-04,4.00E-04,-4.60E-04,-2.56E-03,6.20E-04,6.20E-04,1.40E-04,-2.20E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,322.5,,,,,,9.47E-03,6.40E-04,6.40E-04,5.00E-04,-3.70E-04,-1.29E-03,7.30E-04,7.30E-04,3.20E-04,-2.80E-04,
,,4.57E+00,-1.54E-01,3.72E-01,,337.5,,,,,,1.13E-02,8.40E-04,8.40E-04,5.60E-04,-4.70E-04,-8.99E-04,9.00E-04,9.00E-04,5.60E-04,-2.90E-05,
,,4.57E+00,-1.54E-01,3.72E-01,,352.5,,,,,,1.11E-02,1.00E-03,1.00E-03,5.30E-04,-3.90E-04,-4.12E-04,1.10E-03,1.10E-03,6.30E-04,-2.00E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,7.5,,,,,,9.37E-03,1.60E-03,1.60E-03,4.60E-04,-5.70E-04,5.28E-04,1.50E-03,1.50E-03,7.20E-04,-1.00E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,22.5,,,,,,8.44E-03,1.20E-03,1.20E-03,3.90E-04,-5.90E-04,1.95E-03,1.20E-03,1.20E-03,5.90E-04,-6.40E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,37.5,,,,,,6.97E-03,7.90E-04,7.90E-04,3.70E-04,-3.70E-04,1.81E-03,8.50E-04,8.50E-04,1.40E-04,-3.30E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,52.5,,,,,,7.01E-03,5.80E-04,5.80E-04,4.40E-04,-2.40E-04,1.71E-03,6.70E-04,6.70E-04,3.50E-04,-2.80E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,67.5,,,,,,5.36E-03,4.70E-04,4.70E-04,2.00E-04,-2.50E-04,1.30E-03,5.50E-04,5.50E-04,1.80E-04,-2.00E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,82.5,,,,,,5.55E-03,4.40E-04,4.40E-04,1.90E-04,-1.90E-04,1.97E-03,5.10E-04,5.10E-04,2.50E-04,-9.40E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,97.5,,,,,,4.38E-03,3.70E-04,3.70E-04,1.80E-04,-1.90E-04,1.65E-03,4.30E-04,4.30E-04,1.00E-04,-2.50E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,112.5,,,,,,3.90E-03,3.40E-04,3.40E-04,2.00E-04,-1.60E-04,1.56E-03,3.90E-04,3.90E-04,6.40E-05,-1.80E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,127.5,,,,,,3.41E-03,3.00E-04,3.00E-04,2.10E-04,-1.10E-04,1.01E-03,3.40E-04,3.40E-04,2.00E-04,-3.80E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,142.5,,,,,,3.40E-03,2.90E-04,2.90E-04,1.30E-04,-1.40E-04,5.50E-04,3.50E-04,3.50E-04,1.20E-04,-2.00E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,157.5,,,,,,3.02E-03,2.70E-04,2.70E-04,1.30E-04,-1.40E-04,1.12E-03,3.20E-04,3.20E-04,1.20E-04,-1.20E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,172.5,,,,,,2.96E-03,2.70E-04,2.70E-04,2.20E-04,-9.10E-05,3.41E-04,3.20E-04,3.20E-04,1.90E-04,-1.40E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,187.5,,,,,,3.35E-03,2.90E-04,2.90E-04,1.40E-04,-1.20E-04,-2.44E-04,3.60E-04,3.60E-04,1.40E-04,-5.10E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,202.5,,,,,,2.85E-03,2.70E-04,2.70E-04,1.60E-04,-9.90E-05,-3.91E-06,3.30E-04,3.30E-04,1.50E-04,-2.00E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,217.5,,,,,,2.94E-03,2.90E-04,2.90E-04,1.60E-04,-1.30E-04,-6.73E-05,3.50E-04,3.50E-04,7.00E-05,-1.90E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,232.5,,,,,,3.60E-03,3.20E-04,3.20E-04,1.90E-04,-1.50E-04,-1.03E-03,3.70E-04,3.70E-04,1.30E-04,-3.40E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,247.5,,,,,,4.18E-03,3.50E-04,3.50E-04,1.50E-04,-2.00E-04,-1.14E-03,4.20E-04,4.20E-04,1.50E-04,-7.90E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,262.5,,,,,,4.72E-03,3.80E-04,3.80E-04,2.10E-04,-2.50E-04,-7.78E-04,4.50E-04,4.50E-04,2.10E-04,-5.60E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,277.5,,,,,,5.60E-03,4.30E-04,4.30E-04,2.70E-04,-3.40E-04,-1.46E-03,5.00E-04,5.00E-04,3.10E-04,-7.60E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,292.5,,,,,,6.75E-03,4.90E-04,4.90E-04,2.50E-04,-2.50E-04,-2.69E-03,5.70E-04,5.70E-04,2.30E-04,-1.70E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,307.5,,,,,,7.84E-03,5.80E-04,5.80E-04,3.00E-04,-2.60E-04,-2.87E-03,6.70E-04,6.70E-04,2.70E-04,-3.20E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,322.5,,,,,,8.97E-03,8.10E-04,8.10E-04,5.10E-04,-3.50E-04,-1.55E-03,8.80E-04,8.80E-04,3.30E-04,-7.80E-05,
,,4.58E+00,-2.16E-01,3.73E-01,,337.5,,,,,,9.39E-03,1.20E-03,1.20E-03,3.70E-04,-4.70E-04,-2.42E-03,1.20E-03,1.20E-03,2.90E-04,-2.30E-04,
,,4.58E+00,-2.16E-01,3.73E-01,,352.5,,,,,,1.12E-02,1.70E-03,1.70E-03,6.60E-04,-6.10E-04,1.72E-03,1.70E-03,1.70E-03,5.00E-04,-9.30E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,7.5,,,,,,1.18E-02,3.50E-03,3.50E-03,6.50E-04,-1.10E-03,-5.39E-03,3.00E-03,3.00E-03,8.30E-04,-1.20E-03,
,,4.57E+00,-3.03E-01,3.71E-01,,22.5,,,,,,5.90E-03,1.70E-03,1.70E-03,5.60E-04,-6.40E-04,6.12E-04,1.60E-03,1.60E-03,7.40E-04,-2.40E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,37.5,,,,,,5.61E-03,9.10E-04,9.10E-04,4.40E-04,-2.80E-04,2.09E-03,9.20E-04,9.20E-04,3.20E-04,-1.00E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,52.5,,,,,,4.85E-03,5.40E-04,5.40E-04,2.40E-04,-1.80E-04,7.62E-04,5.90E-04,5.90E-04,3.10E-04,-9.30E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,67.5,,,,,,4.16E-03,3.90E-04,3.90E-04,3.00E-04,-1.50E-04,9.55E-04,4.40E-04,4.40E-04,1.40E-04,-9.50E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,82.5,,,,,,3.39E-03,3.10E-04,3.10E-04,1.00E-04,-2.20E-04,1.09E-03,3.60E-04,3.60E-04,1.30E-04,-1.60E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,97.5,,,,,,2.95E-03,2.80E-04,2.80E-04,1.10E-04,-1.20E-04,1.01E-03,3.10E-04,3.10E-04,1.30E-04,-4.40E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,112.5,,,,,,2.87E-03,2.40E-04,2.40E-04,1.10E-04,-1.00E-04,8.51E-04,2.80E-04,2.80E-04,9.40E-05,-7.50E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,127.5,,,,,,2.34E-03,2.00E-04,2.00E-04,1.20E-04,-7.00E-05,7.58E-04,2.40E-04,2.40E-04,1.00E-04,-2.60E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,142.5,,,,,,2.67E-03,2.00E-04,2.00E-04,8.90E-05,-1.20E-04,6.04E-04,2.30E-04,2.30E-04,1.10E-04,-8.20E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,157.5,,,,,,2.15E-03,1.90E-04,1.90E-04,1.20E-04,-1.40E-04,2.74E-04,2.20E-04,2.20E-04,7.10E-05,-1.30E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,172.5,,,,,,2.49E-03,2.10E-04,2.10E-04,1.10E-04,-1.20E-04,1.68E-04,2.30E-04,2.30E-04,1.10E-05,-1.10E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,187.5,,,,,,2.40E-03,2.00E-04,2.00E-04,1.00E-04,-9.40E-05,-2.95E-04,2.30E-04,2.30E-04,1.20E-04,-2.20E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,202.5,,,,,,2.11E-03,1.90E-04,1.90E-04,9.40E-05,-6.30E-05,-5.45E-05,2.20E-04,2.20E-04,5.00E-05,-2.00E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,217.5,,,,,,2.48E-03,2.00E-04,2.00E-04,8.00E-05,-1.00E-04,-3.53E-04,2.30E-04,2.30E-04,7.10E-05,-6.10E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,232.5,,,,,,2.60E-03,2.10E-04,2.10E-04,1.50E-04,-1.00E-04,-3.68E-04,2.50E-04,2.50E-04,4.20E-05,-9.10E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,247.5,,,,,,3.18E-03,2.50E-04,2.50E-04,1.30E-04,-1.20E-04,-1.21E-03,2.90E-04,2.90E-04,1.20E-04,-1.80E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,262.5,,,,,,3.48E-03,2.80E-04,2.80E-04,1.40E-04,-1.30E-04,-1.39E-03,3.30E-04,3.30E-04,7.50E-05,-2.00E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,277.5,,,,,,3.73E-03,3.20E-04,3.20E-04,1.90E-04,-1.30E-04,-1.20E-03,3.60E-04,3.60E-04,1.40E-04,-9.80E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,292.5,,,,,,4.83E-03,3.90E-04,3.90E-04,1.80E-04,-2.40E-04,-2.58E-03,4.50E-04,4.50E-04,2.10E-04,-1.50E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,307.5,,,,,,5.34E-03,5.10E-04,5.10E-04,2.40E-04,-2.40E-04,-1.31E-03,5.70E-04,5.70E-04,1.80E-04,-4.60E-05,
,,4.57E+00,-3.03E-01,3.71E-01,,322.5,,,,,,7.01E-03,8.70E-04,8.70E-04,4.60E-04,-3.20E-04,-1.87E-03,8.80E-04,8.80E-04,5.70E-04,-2.80E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,337.5,,,,,,1.10E-02,1.90E-03,1.90E-03,7.90E-04,-7.80E-04,-4.63E-03,1.70E-03,1.70E-03,1.40E-03,-2.10E-04,
,,4.57E+00,-3.03E-01,3.71E-01,,352.5,,,,,,1.28E-02,3.20E-03,3.20E-03,1.40E-03,-1.70E-03,1.39E-03,3.10E-03,3.10E-03,6.10E-04,-3.10E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,7.5,,,,,,2.74E-02,2.70E-03,2.70E-03,1.30E-03,-1.50E-03,-5.91E-04,1.90E-03,1.90E-03,3.60E-04,-6.70E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,22.5,,,,,,2.87E-02,2.60E-03,2.60E-03,8.60E-04,-1.60E-03,1.55E-03,2.10E-03,2.10E-03,1.70E-03,-6.00E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,37.5,,,,,,2.33E-02,2.40E-03,2.40E-03,9.90E-04,-1.20E-03,-1.24E-04,2.00E-03,2.00E-03,7.00E-04,-5.40E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,52.5,,,,,,2.76E-02,2.40E-03,2.40E-03,1.20E-03,-1.10E-03,1.40E-03,2.00E-03,2.00E-03,1.20E-03,-3.40E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,67.5,,,,,,2.40E-02,2.30E-03,2.30E-03,2.90E-03,-7.50E-04,-1.35E-03,2.00E-03,2.00E-03,3.40E-04,-6.10E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,82.5,,,,,,2.30E-02,2.20E-03,2.20E-03,1.90E-03,-7.10E-04,2.25E-03,1.90E-03,1.90E-03,7.30E-04,-9.90E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,97.5,,,,,,1.84E-02,2.00E-03,2.00E-03,6.90E-04,-6.80E-04,-6.43E-05,1.80E-03,1.80E-03,5.40E-04,-5.70E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,112.5,,,,,,2.24E-02,2.10E-03,2.10E-03,1.40E-03,-8.80E-04,1.40E-03,1.90E-03,1.90E-03,1.30E-03,-5.80E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,127.5,,,,,,2.39E-02,2.10E-03,2.10E-03,7.60E-04,-1.00E-03,9.68E-04,1.90E-03,1.90E-03,1.10E-03,-5.70E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,142.5,,,,,,2.09E-02,2.10E-03,2.10E-03,7.00E-04,-1.50E-03,-5.44E-04,1.80E-03,1.80E-03,1.20E-03,-7.80E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,157.5,,,,,,2.08E-02,2.00E-03,2.00E-03,9.20E-04,-1.20E-03,-8.72E-04,1.80E-03,1.80E-03,9.40E-04,-9.00E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,172.5,,,,,,2.23E-02,2.10E-03,2.10E-03,8.70E-04,-1.40E-03,2.92E-03,1.70E-03,1.70E-03,5.30E-04,-1.10E-03,
,,2.71E+00,-2.18E-02,4.83E-01,,187.5,,,,,,2.31E-02,2.10E-03,2.10E-03,7.00E-04,-1.30E-03,1.55E-04,2.40E-03,2.40E-03,4.30E-04,-9.50E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,202.5,,,,,,2.22E-02,2.10E-03,2.10E-03,9.20E-04,-1.90E-03,-5.64E-05,2.10E-03,2.10E-03,9.50E-04,-7.90E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,217.5,,,,,,1.87E-02,2.00E-03,2.00E-03,1.70E-03,-5.90E-04,-8.17E-04,2.00E-03,2.00E-03,5.60E-04,-6.70E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,232.5,,,,,,1.97E-02,2.00E-03,2.00E-03,9.10E-04,-9.90E-04,-3.25E-03,2.10E-03,2.10E-03,2.60E-04,-1.50E-03,
,,2.71E+00,-2.18E-02,4.83E-01,,247.5,,,,,,2.02E-02,2.10E-03,2.10E-03,9.50E-04,-6.50E-04,-4.24E-04,2.10E-03,2.10E-03,1.10E-03,-3.50E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,262.5,,,,,,2.34E-02,2.20E-03,2.20E-03,1.30E-03,-8.50E-04,2.00E-03,2.20E-03,2.20E-03,7.10E-04,-9.50E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,277.5,,,,,,2.21E-02,2.20E-03,2.20E-03,6.70E-04,-1.70E-03,-2.74E-03,2.20E-03,2.20E-03,6.10E-04,-7.00E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,292.5,,,,,,2.40E-02,2.40E-03,2.40E-03,9.40E-04,-7.40E-04,-1.35E-03,2.20E-03,2.20E-03,4.80E-04,-4.80E-04,
,,2.71E+00,-2.18E-02,4.83E-01,,307.5,,,,,,2.83E-02,2.50E-03,2.50E-03,1.30E-03,-1.40E-03,-5.54E-03,2.30E-03,2.30E-03,9.90E-04,-8.70E-04,
